Date,Name,locations,Founded,Employees,Skill,About,Link
2024-Feb-27,Adobe - Machine Learning Engineer,Noida,Founded in 1982 , More than 1000 employees,"Python, Big Data, Java","Founded in 1982 and headquartered in San Jose, California, Adobe has historically focused upon the creation of multimedia and creativity software products, with a more recent foray towards rich Internet application software development.",https://www.instahyre.com/job-303762-machine-learning-engineer-at-adobe-noida/
2024-Feb-27,Affine Analytics - Senior Data Engineer,,Founded in 2011 , 200 - 500 employees,"Python, ETL, Data Warehousing, AWS, PySpark","Affine provides analytics services to different verticals, prominent ones being Retail, CPG, eCommerce, BFSI and Telecom. The client base comprises some Fortune-500 companies besides others.",https://www.instahyre.com/job-303802-senior-data-engineer-at-affine-analytics-chennai/
2024-Feb-27,Amazon - Engineering Manager,Chennai,Founded in 1994 , More than 1000 employees,"Python, JavaScript, Ruby","Amazon is the world's largest online retailer. The company has been referred to as ""one of the most influential economic and cultural forces in the world"", as well as the world's most valuable brand.",https://www.instahyre.com/job-303840-engineering-manager-at-amazon-bangalore/
2024-Feb-27,Aumni Techworks - Python Developer,,Founded in 2016 , 200 - 500 employees,"Python, JSON, Microservices, RabbitMQ, Linux","Aumni Techworks is an IT company that democratizes the software development landscape by providing project-based outsourcing services to contribute to the growth of global software companies, with lower investment.",https://www.instahyre.com/job-303774-python-developer-at-aumni-techworks-pune/
2024-Feb-27,Blinkit - Software Development Engineer - Backend,Bangalore,Founded in 2013 , More than 1000 employees,"Python, Java, Django","Blinkit is a grocery and e-commerce platform that follows an instant delivery model offering grocery staples, vegetables, emergency supplies, electronics, and much more to over 10 million Indians.",https://www.instahyre.com/job-303734-software-development-engineer-backend-at-blinkit-gurgaon/
2024-Feb-27,Cloud Kinetics - Data Engineer,,Founded in 2012 , 200 - 500 employees,"Python, SQL, Databricks, AWS, AWS Glue","Cloud Kinetics is an Information Technology and Services company that specializes in Cloud Management, Cloud Enablement Services, AWS, Digital Transformation Consulting, etc.",https://www.instahyre.com/job-303752-data-engineer-at-cloud-kinetics-work-from-home/
2024-Feb-27,CloudSEK - Software Engineer,Pune,Founded in 2015 , 50 - 200 employees,"Python, Flask","CloudSEK has created digital risk management solutions which leverage AI and ML to combat cyber threats, data leaks and identity thefts, fake apps/domains/pages. Also helps in infrastructure and application security.",https://www.instahyre.com/job-303838-software-engineer-at-cloudsek-bangalore/
2024-Feb-27,ConveGenius - Senior AI Engineer,,Founded in 2013 , 10 - 50 employees,"Python, Computer Vision, Machine Learning, NLP, Keras, +5","ConveGenius is an education management company that provides services related to sustainable education for K-10 categories through impact-driven programs, an adaptive learning platform, and data dashboards.",https://www.instahyre.com/job-303711-senior-ai-engineer-at-convegenius-noida/
2024-Feb-27,Ford Motors - Data Engineer,Gurgaon,Founded in 1903 , More than 1000 employees,"Python, BigQuery, AWS, SQL, Google Cloud","Ford is a global company based in Dearborn, Michigan. The company designs, manufactures, markets and services a full line of Ford cars, trucks, SUVs, electrified vehicles and Lincoln luxury vehicles, provides financial services.",https://www.instahyre.com/job-303805-data-engineer-at-ford-motors-chennai/
2024-Feb-27,Freshworks - Engineering Manager,,Founded in 2010 , More than 1000 employees,"Python, C, C++, Golang, Java, Quality Assurance, Ruby, +6","Freshworks is a cloud-based business management applications provider company. The product portfolio includes customer support software, CRM software, IT service management software, call center software and more.",https://www.instahyre.com/job-303867-engineering-manager-at-freshworks-hyderabad/
2024-Feb-27,Freshworks - Lead Software Engineer - Backend,Work From Home,Founded in 2010 , More than 1000 employees,"Python, Golang, Java, Node.js, Ruby, Django, Flask, +4","Freshworks is a cloud-based business management applications provider company. The product portfolio includes customer support software, CRM software, IT service management software, call center software and more.",https://www.instahyre.com/job-303710-lead-software-engineer-backend-at-freshworks-hyderabad/
2024-Feb-27,Hiver - SDE - 2 - Fullsatck Developer,,Founded in 2011 , 50 - 200 employees,"Python, JavaScript, Ruby, React.js, Ruby on Rails, Vue.js","Hiver turns a customer's Gmail inbox into a collaboration tool to help support, sales, project management, recruitment and operations teams collaborate efficiently from their inbox. It was previously called GrexIt.",https://www.instahyre.com/job-303807-sde-2-fullsatck-developer-at-hiver-work-from-home/
2024-Feb-27,Lendingkart - Engineering Manager,Bangalore,Founded in 2014 , 200 - 500 employees,"Python, DevOps, CI - CD, AWS, Google Cloud","Lendingkart enables SMBs to apply for collateral-free working capital loans. The company uses cash flow, credit history, and customer experiences to evaluate the business. Has raised over $42 million to date.",https://www.instahyre.com/job-303751-engineering-manager-at-lendingkart-bangalore/
2024-Feb-27,Nected - Sr. / SDE - Backend (Golang Developer),,Founded in 2022 , 0 - 10 employees,"Python, C++, Golang, Java","Nected is a technology-enabled company and experimentation engine that focuses on helping enterprises to build and automate any end-to-end workflows faster with customized, low-code platform.",https://www.instahyre.com/job-303871-sr-sde-backend-golang-developer-at-nected-gurgaon/
2024-Feb-27,Neoastra Technologies - Senior Consultant - Adobe Campaign,Noida,Founded in 2018 , 10 - 50 employees,"Python, .NET, Java, JavaScript, PHP, Django, jQuery, +4","Neoastra is a visual intelligence platform that provides real-time actionable insights with computer vision AI, assisting development of intelligent security and monitoring applications with facial recognition.",https://www.instahyre.com/job-303716-senior-consultant-adobe-campaign-at-neoastra-technologies-bangalore/
2024-Feb-27,Paypal - Data Analyst,,Founded in 1998 , More than 1000 employees,"Python, Microsoft Excel, Power BI, R, SQL, Tableau","Paypal is a global payments company that supports online money transfers and serves as an electronic alternative to traditional paper methods like cheques & cash, through various product offerings.",https://www.instahyre.com/job-303770-data-analyst-at-paypal-bangalore-chennai/
2024-Feb-27,Postman - Senior Engineer (Backend) - Collections,Chennai,Founded in 2014 , 50 - 200 employees,"Python, Node.js","Postman is a suite of API management tools that helps developers to work with REST APIs more efficiently. Has a Chrome app as well as a desktop apps. Customers include companies like Microsoft, eBay, BBC, etc.",https://www.instahyre.com/job-303854-senior-engineer-backend-collections-at-postman-bangalore/
2024-Feb-27,PubMatic - SDET - Openwrap,,Founded in 2006 , 500 - 1000 employees,"Python, API Testing, REST Assured, pytest, Java","PubMatic is an internet-based organization that provides services related to Real-Time Bidding, online advertising, Yield Optimization, Ad Revenue, Sell-Side Platform, etc.",https://www.instahyre.com/job-303782-sdet-openwrap-at-pubmatic-pune/
2024-Feb-27,SciSpace - Fullstack Developer,Hyderabad,Founded in 2016 , 10 - 50 employees,"Python, JavaScript","SciSpace is an integrated platform for entrepreneurs and researchers that enables helps scientific authors by enabling them to discover, write, and publish research smoothly and drive collaboration.",https://www.instahyre.com/job-303724-fullstack-developer-at-scispace-bangalore/
2024-Feb-27,StepChange - Data Scientist,,Founded in 2022 , 10 - 50 employees,"Python, Data Mining, Data Visualization, R, Machine Learning",StepChange is building a sustainability platform to help companies track their environmental footprints using science-based techniques with the help of a powerful digital platform and technology tools.,https://www.instahyre.com/job-303795-data-scientist-at-stepchange-3-bangalore/
2024-Feb-27,Cocotechoes - Sr. Deep Learning Engineer,Bangalore,Founded in 2022 , 0 - 10 employees,"Python, Machine Learning, Keras, TensorFlow","Cocotechoes is an IT company that develops solutions for various real-world challenges by leveraging its expertise in application modernization, data analysis, automation, security, and edge computing.",https://www.instahyre.com/job-303707-sr-deep-learning-engineer-at-cocotechoes-bangalore/
2024-Feb-27,CommentSold - Engineering Manager,,Founded in 2017 , 50 - 200 employees,"Python, Java, Data Structures, Algorithms, Node.js","CommentSold is a live video D2C e-commerce platform empowering 7,000+ small to mid-sized businesses and brands with onboarding support, and backend solutions for inventory management, invoicing, and fulfillment.",https://www.instahyre.com/job-303646-engineering-manager-at-commentsold-work-from-home/
2024-Feb-27,ePayLater - DevOps Engineer,Work From Home,Founded in 2015 , 10 - 50 employees,"Python, Azure, DevOps, Jenkins, Kubernetes","ePayLater gives a credit line to customers which allows users to buy goods and pay for it after 14 days. The company allows users to club all its payments and make a one-time payment. Used by PVR, IRCTC, etc. to provide pay later service.",https://www.instahyre.com/job-303676-devops-engineer-at-epaylater-gurgaon/
2024-Feb-27,Fynd - SDE II,,Founded in 2012 , 50 - 200 employees,"Python, Django, Microservices, Data Structures, Algorithms","Find is a mobile app (iOS, Android) which lets users browse and buy fashion apparel from nearby brand stores. Offers same-day delivery with an at-home trial at a convenience fee. Started by founders of ShopSense.",https://www.instahyre.com/job-303669-sde-ii-at-fynd-mumbai/
2024-Feb-27,Google - Machine Learning Engineer,Gurgaon,Founded in 1998 , More than 1000 employees,"Python, Computer Vision, Machine Learning, NLP","Headquartered in Silicon Valley, Google's mission is to organize the worlds information and make it universally accessible and useful. It operates the world's leading online search engine among various other products and services.",https://www.instahyre.com/job-303652-machine-learning-engineer-at-google-2-bangalore-hyderabad/
2024-Feb-27,Link Labs - Cloud Software Engineer,,Founded in 2017 , 0 - 10 employees,"Python, React.js, FastAPI, Unit Testing, Redux","Link Labs offers various solutions and services in the field of mobile and web applications development, cloud computing, data science and analytics, game development, IoT, API integrations, web design, and more.",https://www.instahyre.com/job-303680-cloud-software-engineer-at-link-labs-work-from-home/
2024-Feb-27,Link Labs - Senior DevOps Engineer,Mumbai,Founded in 2017 , 0 - 10 employees,"Python, AWS, Docker, Prometheus, CI - CD","Link Labs offers various solutions and services in the field of mobile and web applications development, cloud computing, data science and analytics, game development, IoT, API integrations, web design, and more.",https://www.instahyre.com/job-303691-senior-devops-engineer-at-link-labs-work-from-home/
2024-Feb-27,Motherson Group - Site Reliability Engineer,,Founded in 1975 , More than 1000 employees,"Python, JavaScript, Reliability Engineering, Node.js, Microservices","Motherson Group is one of the world's leading auto component makers, supplying OEMs globally from over 300 facilities in 41 countries spread across five continents with over 170,000 employees.",https://www.instahyre.com/job-303582-site-reliability-engineer-at-motherson-group-2-bangalore/
2024-Feb-27,MPOWER Financing - Backend Developer,"Bangalore, Hyderabad",Founded in 2014 , 200 - 500 employees,"Python, Django, Flask","Mpower is a cross-border digital lending platform catering to big data & global infrastructure to finance the millions of high-promise international and DACA students, specializing in Student Loans, etc.",https://www.instahyre.com/job-303694-backend-developer-at-mpower-financing-bangalore/
2024-Feb-27,MPOWER Financing - Fullstack Developer,,Founded in 2014 , 200 - 500 employees,"Python, JavaScript, PHP, Node.js, React.js","Mpower is a cross-border digital lending platform catering to big data & global infrastructure to finance the millions of high-promise international and DACA students, specializing in Student Loans, etc.",https://www.instahyre.com/job-303693-fullstack-developer-at-mpower-financing-bangalore/
2024-Feb-27,NoBroker - Senior Software Engineer - Backend Java Python,Work From Home,Founded in 2014 , More than 1000 employees,"Python, Java, Hibernate, Spring","NoBroker is a home rental platform that makes it easier to rent houses without paying any brokerage. Founders are from IIT Bombay, IIT Kanpur and IIM Ahmedabad.",https://www.instahyre.com/job-303579-senior-software-engineer-backend-java-python-at-nobroker-bangalore/
2024-Feb-27,Novo - Data Scientist,,Founded in 2016 , 50 - 200 employees,"Python, Machine Learning, Scikit-learn","Novo is a banking platform that helps companies, entrepreneurs, and freelancers by providing better business deposit accounts and tools to link accounts, pay bills, process ACH transfers, and deposit checks.",https://www.instahyre.com/job-303668-data-scientist-at-novo-bangalore-gurgaon/
2024-Feb-27,PhonePe - Fullstack Developer,Work From Home,Founded in 2015 , More than 1000 employees,"Python, Java, JavaScript, Angular, Node.js, React.js, Vue.js","PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.",https://www.instahyre.com/job-303675-fullstack-developer-at-phonepe-bangalore/
2024-Feb-27,Postman - Software Engineer II - Monitors / CLI,,Founded in 2014 , 50 - 200 employees,"Python, C, C++, JavaScript","Postman is a suite of API management tools that helps developers to work with REST APIs more efficiently. Has a Chrome app as well as a desktop apps. Customers include companies like Microsoft, eBay, BBC, etc.",https://www.instahyre.com/job-303599-software-engineer-ii-monitors-cli-at-postman-bangalore/
2024-Feb-27,PubMatic - SDET - App,Bangalore,Founded in 2006 , 500 - 1000 employees,"Python, API Testing, REST Assured, pytest, Java","PubMatic is an internet-based organization that provides services related to Real-Time Bidding, online advertising, Yield Optimization, Ad Revenue, Sell-Side Platform, etc.",https://www.instahyre.com/job-303645-sdet-app-at-pubmatic-pune/
2024-Feb-27,RingCentral - Senior Fullstack Developer (Frontend Heavy),,Founded in 2003 , More than 1000 employees,"Python, Java, JavaScript, Ruby, Node.js, React.js, +1","RingCentral is a global provider of cloud-based unified communications and collaboration products and solutions for enterprises allowing its members to be connected. Customers include Lyft, Coursera, etc.",https://www.instahyre.com/job-303679-senior-fullstack-developer-frontend-heavy-at-ringcentral-bangalore/
2024-Feb-27,SciSpace - Full Stack Developer,Bangalore,Founded in 2016 , 10 - 50 employees,"Python, JavaScript, Elasticsearch, Distributed Systems","SciSpace is an integrated platform for entrepreneurs and researchers that enables helps scientific authors by enabling them to discover, write, and publish research smoothly and drive collaboration.",https://www.instahyre.com/job-303699-full-stack-developer-at-scispace-bangalore/
2024-Feb-27,Synechron - Java - React Developer,,Founded in 2001 , More than 1000 employees,"Python, Java, JavaScript, React.js, Spring","Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.",https://www.instahyre.com/job-303552-java-react-developer-at-synechron-mumbai/
2024-Feb-27,Uber - Senior Software Engineer,Bangalore,Founded in 2009 , More than 1000 employees,"Python, Big Data, C++, Golang, Java","Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.",https://www.instahyre.com/job-303705-senior-software-engineer-at-uber-bangalore/
2024-Feb-27,upGrad - Software Engineer (Backend),,Founded in 2015 , 50 - 200 employees,"Python, Node.js","upGrad offers online accredited courses and certificates for professionals, in relevant industries such as E-Commerce, Big Data and BFSI. Courses are taught by professors of top class universities.",https://www.instahyre.com/job-303663-software-engineer-backend-at-upgrad-bangalore/
2024-Feb-27,Cocotechoes - Sr. Deep Learning Engineer,Bangalore,Founded in 2022 , 0 - 10 employees,"Python, Machine Learning, Keras, TensorFlow","Cocotechoes is an IT company that develops solutions for various real-world challenges by leveraging its expertise in application modernization, data analysis, automation, security, and edge computing.",https://www.instahyre.com/job-303707-sr-deep-learning-engineer-at-cocotechoes-bangalore/
2024-Feb-27,CommentSold - Engineering Manager,,Founded in 2017 , 50 - 200 employees,"Python, Java, Data Structures, Algorithms, Node.js","CommentSold is a live video D2C e-commerce platform empowering 7,000+ small to mid-sized businesses and brands with onboarding support, and backend solutions for inventory management, invoicing, and fulfillment.",https://www.instahyre.com/job-303646-engineering-manager-at-commentsold-work-from-home/
2024-Feb-27,ePayLater - DevOps Engineer,Work From Home,Founded in 2015 , 10 - 50 employees,"Python, Azure, DevOps, Jenkins, Kubernetes","ePayLater gives a credit line to customers which allows users to buy goods and pay for it after 14 days. The company allows users to club all its payments and make a one-time payment. Used by PVR, IRCTC, etc. to provide pay later service.",https://www.instahyre.com/job-303676-devops-engineer-at-epaylater-gurgaon/
2024-Feb-27,Fynd - SDE II,,Founded in 2012 , 50 - 200 employees,"Python, Django, Microservices, Data Structures, Algorithms","Find is a mobile app (iOS, Android) which lets users browse and buy fashion apparel from nearby brand stores. Offers same-day delivery with an at-home trial at a convenience fee. Started by founders of ShopSense.",https://www.instahyre.com/job-303669-sde-ii-at-fynd-mumbai/
2024-Feb-27,Google - Machine Learning Engineer,Gurgaon,Founded in 1998 , More than 1000 employees,"Python, Computer Vision, Machine Learning, NLP","Headquartered in Silicon Valley, Google's mission is to organize the worlds information and make it universally accessible and useful. It operates the world's leading online search engine among various other products and services.",https://www.instahyre.com/job-303652-machine-learning-engineer-at-google-2-bangalore-hyderabad/
2024-Feb-27,Link Labs - Cloud Software Engineer,,Founded in 2017 , 0 - 10 employees,"Python, React.js, FastAPI, Unit Testing, Redux","Link Labs offers various solutions and services in the field of mobile and web applications development, cloud computing, data science and analytics, game development, IoT, API integrations, web design, and more.",https://www.instahyre.com/job-303680-cloud-software-engineer-at-link-labs-work-from-home/
2024-Feb-27,Link Labs - Senior DevOps Engineer,Mumbai,Founded in 2017 , 0 - 10 employees,"Python, AWS, Docker, Prometheus, CI - CD","Link Labs offers various solutions and services in the field of mobile and web applications development, cloud computing, data science and analytics, game development, IoT, API integrations, web design, and more.",https://www.instahyre.com/job-303691-senior-devops-engineer-at-link-labs-work-from-home/
2024-Feb-27,Motherson Group - Site Reliability Engineer,,Founded in 1975 , More than 1000 employees,"Python, JavaScript, Reliability Engineering, Node.js, Microservices","Motherson Group is one of the world's leading auto component makers, supplying OEMs globally from over 300 facilities in 41 countries spread across five continents with over 170,000 employees.",https://www.instahyre.com/job-303582-site-reliability-engineer-at-motherson-group-2-bangalore/
2024-Feb-27,MPOWER Financing - Backend Developer,"Bangalore, Hyderabad",Founded in 2014 , 200 - 500 employees,"Python, Django, Flask","Mpower is a cross-border digital lending platform catering to big data & global infrastructure to finance the millions of high-promise international and DACA students, specializing in Student Loans, etc.",https://www.instahyre.com/job-303694-backend-developer-at-mpower-financing-bangalore/
2024-Feb-27,MPOWER Financing - Fullstack Developer,,Founded in 2014 , 200 - 500 employees,"Python, JavaScript, PHP, Node.js, React.js","Mpower is a cross-border digital lending platform catering to big data & global infrastructure to finance the millions of high-promise international and DACA students, specializing in Student Loans, etc.",https://www.instahyre.com/job-303693-fullstack-developer-at-mpower-financing-bangalore/
2024-Feb-27,NoBroker - Senior Software Engineer - Backend Java Python,Work From Home,Founded in 2014 , More than 1000 employees,"Python, Java, Hibernate, Spring","NoBroker is a home rental platform that makes it easier to rent houses without paying any brokerage. Founders are from IIT Bombay, IIT Kanpur and IIM Ahmedabad.",https://www.instahyre.com/job-303579-senior-software-engineer-backend-java-python-at-nobroker-bangalore/
2024-Feb-27,Novo - Data Scientist,,Founded in 2016 , 50 - 200 employees,"Python, Machine Learning, Scikit-learn","Novo is a banking platform that helps companies, entrepreneurs, and freelancers by providing better business deposit accounts and tools to link accounts, pay bills, process ACH transfers, and deposit checks.",https://www.instahyre.com/job-303668-data-scientist-at-novo-bangalore-gurgaon/
2024-Feb-27,PhonePe - Fullstack Developer,Work From Home,Founded in 2015 , More than 1000 employees,"Python, Java, JavaScript, Angular, Node.js, React.js, Vue.js","PhonePe is a BHIM UPI enabled mobile payments app company which has build a platform for easy, safe and universal transfer of cash. Recently, PhonePe has developed a Point-Of-Sale system for stores in India.",https://www.instahyre.com/job-303675-fullstack-developer-at-phonepe-bangalore/
2024-Feb-27,Postman - Software Engineer II - Monitors / CLI,,Founded in 2014 , 50 - 200 employees,"Python, C, C++, JavaScript","Postman is a suite of API management tools that helps developers to work with REST APIs more efficiently. Has a Chrome app as well as a desktop apps. Customers include companies like Microsoft, eBay, BBC, etc.",https://www.instahyre.com/job-303599-software-engineer-ii-monitors-cli-at-postman-bangalore/
2024-Feb-27,PubMatic - SDET - App,Bangalore,Founded in 2006 , 500 - 1000 employees,"Python, API Testing, REST Assured, pytest, Java","PubMatic is an internet-based organization that provides services related to Real-Time Bidding, online advertising, Yield Optimization, Ad Revenue, Sell-Side Platform, etc.",https://www.instahyre.com/job-303645-sdet-app-at-pubmatic-pune/
2024-Feb-27,RingCentral - Senior Fullstack Developer (Frontend Heavy),,Founded in 2003 , More than 1000 employees,"Python, Java, JavaScript, Ruby, Node.js, React.js, +1","RingCentral is a global provider of cloud-based unified communications and collaboration products and solutions for enterprises allowing its members to be connected. Customers include Lyft, Coursera, etc.",https://www.instahyre.com/job-303679-senior-fullstack-developer-frontend-heavy-at-ringcentral-bangalore/
2024-Feb-27,SciSpace - Full Stack Developer,Bangalore,Founded in 2016 , 10 - 50 employees,"Python, JavaScript, Elasticsearch, Distributed Systems","SciSpace is an integrated platform for entrepreneurs and researchers that enables helps scientific authors by enabling them to discover, write, and publish research smoothly and drive collaboration.",https://www.instahyre.com/job-303699-full-stack-developer-at-scispace-bangalore/
2024-Feb-27,Synechron - Java - React Developer,,Founded in 2001 , More than 1000 employees,"Python, Java, JavaScript, React.js, Spring","Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.",https://www.instahyre.com/job-303552-java-react-developer-at-synechron-mumbai/
2024-Feb-27,Uber - Senior Software Engineer,Bangalore,Founded in 2009 , More than 1000 employees,"Python, Big Data, C++, Golang, Java","Uber offers an online-ride hailing and on-demand service platform. The platform enables users to book various services like taxi-hailing, food-delivery, freight solutions, and more.",https://www.instahyre.com/job-303705-senior-software-engineer-at-uber-bangalore/
2024-Feb-27,upGrad - Software Engineer (Backend),,Founded in 2015 , 50 - 200 employees,"Python, Node.js","upGrad offers online accredited courses and certificates for professionals, in relevant industries such as E-Commerce, Big Data and BFSI. Courses are taught by professors of top class universities.",https://www.instahyre.com/job-303663-software-engineer-backend-at-upgrad-bangalore/
2024-Feb-27,AI Palette - Senior Full Stack Developer,Bangalore,Founded in 2018 , 50 - 200 employees,"Python, JavaScript, Django, Flask, React.js, Vue.js","Ai Palette is an Information Technology and Services company that provides deep-tech solutions for the FMCG industry. It specialises in AI, Food, CPG, FMCG, Machine learning, etc.",https://www.instahyre.com/job-303522-senior-full-stack-developer-at-ai-palette-bangalore/
2024-Feb-27,CRED - Product Analyst,,Founded in 2018 , 200 - 500 employees,"Python, SQL, Business Analysis, Data Visualization, +1","CRED is a platform that enables CREDit card users to pay their bills and get rewarded by partner brands. Started by Kunal Shah, who had previously founded Freecharge and sold it to Snapdeal.",https://www.instahyre.com/job-303402-product-analyst-at-cred-bangalore/
2024-Feb-27,Deliveroo - Senior Software Engineer,Bangalore,Founded in 2013 , More than 1000 employees,"Python, Golang, Java, Ruby, Scala, Ruby on Rails, Spring",Deliveroo is a web and mobile-based food delivery platform that fulfills meals and food delivery orders from local restaurants and operates across the various UK regions with 100+ restaurants partners.,https://www.instahyre.com/job-303453-senior-software-engineer-at-deliveroo-hyderabad/
2024-Feb-27,Delta Options - Python Developer,,Founded in 2024 , 10 - 50 employees,"Python, Django, Flask","Delta Options is a financial services company providing a trading platform with market insights, analytics, and risk management tools across a wide range of assets, mitigating risk and maximizing potential returns.",https://www.instahyre.com/job-303400-python-developer-at-delta-options-noida/
2024-Feb-27,Evernorth Health Services - Developer,Hyderabad,Founded in 1993 , More than 1000 employees,"Python, Robotic Process Automation, UiPath, Blue Prism, Java","Evernorth is a pharmacy benefit management and specialty managed care company delivering premier health services including benefits management, pharmacy, care solutions, insights, and more for organizations.",https://www.instahyre.com/job-303379-developer-at-evernorth-health-services-hyderabad/
2024-Feb-27,Idexcel - Data Engineer,,Founded in 1998 , 500 - 1000 employees,"Python, SQL","Idexcel is a professional services and technology solutions company that specializes in cloud services, cloud-native services, data platforms and intelligence, automation & AI, etc.",https://www.instahyre.com/job-303521-data-engineer-at-idexcel-bangalore/
2024-Feb-27,IGS - SDET,Noida,Founded in 2011 , 200 - 500 employees,"Python, Automation Testing, Mobile Apps Testing, SDET, +4","IGS is a software development company that offers testing, QA strategy, product development, and digital engineering solutions to solve the most complex needs of the aviation and defense industry.",https://www.instahyre.com/job-303443-sdet-at-igs-bangalore/
2024-Feb-27,Jupiter - Risk Analyst,,Founded in 2019 , 50 - 200 employees,"Python, Machine Learning","Jupiter is an AI-based neo banking platform that makes money management simple by offering smart insights based on spendings and a range of banking features like zero balance accounts, UPI, and more.",https://www.instahyre.com/job-303417-risk-analyst-at-jupiter-3-bangalore/
2024-Feb-27,Motherson Group - Software Delivery Engineer,Hyderabad,Founded in 1975 , More than 1000 employees,"Python, JavaScript, Node.js, Service Delivery, CI - CD","Motherson Group is one of the world's leading auto component makers, supplying OEMs globally from over 300 facilities in 41 countries spread across five continents with over 170,000 employees.",https://www.instahyre.com/job-303534-software-delivery-engineer-at-motherson-group-2-bangalore/
2024-Feb-27,Motherson Group - System Engineer,,Founded in 1975 , More than 1000 employees,"Python, Technical Support, JavaScript, TypeScript, Node.js","Motherson Group is one of the world's leading auto component makers, supplying OEMs globally from over 300 facilities in 41 countries spread across five continents with over 170,000 employees.",https://www.instahyre.com/job-303546-system-engineer-at-motherson-group-2-bangalore/
2024-Feb-27,Netomi - Conversational AI Engineer - Google Dialogflow,Bangalore,Founded in 2015 , 50 - 200 employees,"Python, Java, Machine Learning, NLP, Dialogflow","Netomi is an internet-based organization that provides services related to an AI platform for customer service, specializing in consumer engagement, personalization, messaging, SaaS, etc.",https://www.instahyre.com/job-303523-conversational-ai-engineer-google-dialogflow-at-netomi-work-from-home/
2024-Feb-27,NStarX - Automation Python Tester,,Founded in 2014 , 50 - 200 employees,"Python, Automation Testing, Performance Testing, SDET, +3","NStarX is a global IT solutions company that specializes in the development of cloud platforms, and mobile and e-commerce platforms to help startups and SMBs build cutting-edge SaaS products for the global market.",https://www.instahyre.com/job-303547-automation-python-tester-at-nstarx-hyderabad/
2024-Feb-27,PubMatic - SDET,Bangalore,Founded in 2006 , 500 - 1000 employees,"Python, Automation Testing, Big Data, Hadoop, ETL","PubMatic is an internet-based organization that provides services related to Real-Time Bidding, online advertising, Yield Optimization, Ad Revenue, Sell-Side Platform, etc.",https://www.instahyre.com/job-303487-sdet-at-pubmatic-pune/
2024-Feb-27,Pure Storage - SDET,,Founded in 2009 , More than 1000 employees,"Python, Automation Testing, SDET",Pure Storage is a technology company that is simplifying how people consume and interact with data by enabling them to quickly adopt next-generation technologies like AI and ML to maximize the data value.,https://www.instahyre.com/job-303409-sdet-at-pure-storage-bangalore/
2024-Feb-27,Quartic.ai - Backend - SDE 3,Bangalore,Founded in 2017 , 10 - 50 employees,"Python, Django, PostgreSQL, AWS, Kubernetes","Quartic.ai is an IT & Services organization that provides services related to Industrial Automation, Industrial IoT, Deep Learning, Smart Industry, Artificial Intelligence, Prescriptive Maintenance, etc.",https://www.instahyre.com/job-303381-backend-sde-3-at-quartic-work-from-home/
2024-Feb-27,Quartic.ai - SDE 3 - Backend,,Founded in 2017 , 10 - 50 employees,"Python, Data Structures, Algorithms, Django, SQL","Quartic.ai is an IT & Services organization that provides services related to Industrial Automation, Industrial IoT, Deep Learning, Smart Industry, Artificial Intelligence, Prescriptive Maintenance, etc.",https://www.instahyre.com/job-303380-sde-3-backend-at-quartic-work-from-home/
2024-Feb-27,ResMed - Senior Data Engineer,Bangalore,Founded in 1989 , More than 1000 employees,Python,"ResMed is a sleep technology company that offers cloud-connected medical devices to support medical professionals and caregivers in helping people with sleep apnea, insomnia, COPD, and other chronic diseases.",https://www.instahyre.com/job-303408-senior-data-engineer-at-resmed-2-bangalore-chennai/
2024-Feb-27,Synechron - Python - ML Developer,,Founded in 2001 , More than 1000 employees,Python,"Synechron, formed in 2001, provides various services and solutions to the various sectors in the field of Digital, Business Consulting, Technology and Systems Integration. They have operations in 18 countries.",https://www.instahyre.com/job-303549-python-ml-developer-at-synechron-pune/
2024-Feb-27,Tekion - Senior Data Scientist,Bangalore,Founded in 2016 , More than 1000 employees,"Python, Machine Learning, Neural Networks, NLP, Computer Vision",Tekion is building a cloud platform to transform the automotive retail industry. Their technology empowers automotive retail to deliver uncompromised and unparalleled customer experiences.,https://www.instahyre.com/job-303386-senior-data-scientist-at-tekion-bangalore/
2024-Feb-27,WeWork - Software Developer 2,,Founded in 2010 , More than 1000 employees,"Python, Java, Node.js, Data Structures, Algorithms","WeWork is an American company that provides shared workspaces, technology startup subculture communities, and services for entrepreneurs, freelancers, startups, small businesses and large enterprises.",https://www.instahyre.com/job-303516-software-developer-2-at-wework-bangalore/
2024-Feb-27,Anakin - Lead Software Engineer,Bangalore,Founded in 2019 , 10 - 50 employees,"Python, Java, Node.js, Django, Express.js, Flask, +3","Anakin is a competitive pricing intelligence platform that enables brands and online stores to be more competitive in the market by providing them with the pricing, products and trends data of other similar stores.",https://www.instahyre.com/job-303305-lead-software-engineer-at-anakin-2-bangalore/
